Clave del Capitulo;Nombre capitulo;Partida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
11;"Productos de la molinería; malta; almidón y fécula; inulina; gluten de trigo";07;Malta (de cebada u otros cereales), incluso tostada.;1/11/11;NULL;SI
12;"Semillas y frutos oleaginosos; semillas y frutos diversos; plantas industriales o medicinales; paja y forraje";07;Las demás semillas y frutos oleaginosos, incluso quebrantados.;1/11/11;NULL;SI
15;"Grasas y aceites animales o vegetales; productos de su desdoblamiento; grasas alimenticias elaboradas; ceras de origen animal o vegetal";07;Aceite de soja (soya) y sus fracciones, incluso refinado, pero sin modificar químicamente.;1/11/11;NULL;SI
34;Jabón, agentes de superficie orgánicos, preparaciones para lavar, preparaciones lubricantes, ceras artificiales, ceras preparadas, productos de limpieza, velas y artículos similares, pastas para modelar, “ceras para odontología” y preparaciones para odont;07;"Pastas para modelar, incluidas las presentadas para entretenimiento de los niños; preparaciones llamadas ""ceras para odontología"" o ""compuestos para impresión dental"", presentadas en juegos o surtidos, en envases para la venta al por menor o en plaquitas,";1/11/11;NULL;SI
35;"Materias albuminoideas; productos a base de almidón o de fécula modificados; colas; enzimas";07;"Enzimas; preparaciones enzimáticas no expresadas ni comprendidas en otra parte.";1/11/11;NULL;SI
37;Productos fotográficos o cinematográficos;07;"Preparaciones químicas para uso fotográfico, excepto los barnices, colas, adhesivos y preparaciones similares; productos sin mezclar para uso fotográfico, dosificados o acondicionados para la venta al por menor listos para su empleo.";1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;07;"Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta de madera); pez vegetal; pez de cervecería y preparaciones similares a base de colofonia, de ácidos resínicos o de pez vegetal.";1/11/11;NULL;SI
41;Pieles (excepto la peletería) y cueros;07;Cueros preparados después del curtido o del secado y cueros y pieles apergaminados, de bovino (incluido el búfalo) o equino, depilados, incluso divididos, excepto los de la partida 41.14.;1/11/11;NULL;SI
44;Madera, carbón vegetal y manufacturas de madera;07;Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm.;1/11/11;NULL;SI
29;Productos químicos orgánicos;07;"Fenoles; fenoles-alcoholes.";1/11/11;NULL;SI
32;"Extractos curtientes o tintóreos; taninos y sus derivados; pigmentos y demás materias colorantes; pinturas y barnices; mástiques; tintas";07;"Pigmentos, opacificantes y colores preparados, composiciones vitrificables, engobes, abrillantadores (lustres) líquidos y preparaciones similares, de los tipos utilizados en cerámica, esmaltado o en la industria del vidrio; frita de vidrio y demás vidrios";1/11/11;NULL;SI
33;"Aceites esenciales y resinoides; preparaciones de perfumería, de tocador o de cosmética";07;"Preparaciones para afeitar o para antes o después del afeitado, desodorantes corporales, preparaciones para el baño, depilatorios y demás preparaciones de perfumería, de tocador o de cosmética, no expresadas ni comprendidas en otra parte; preparaciones de";1/11/11;NULL;SI
83;Manufacturas diversas de metal común;07;Tubos flexibles de metal común, incluso con sus accesorios.;1/11/11;NULL;SI
39;Plástico y sus manufacturas;07;"Poliacetales, los demás poliéteres y resinas epoxi, en formas primarias; policarbonatos, resinas alcídicas, poliésteres alílicos y demás poliésteres, en formas primarias.";1/11/11;NULL;SI
40;Caucho y sus manufacturas;07;Hilos y cuerdas, de caucho vulcanizado.;1/11/11;NULL;SI
20;Preparaciones de hortalizas, frutas u otros frutos o demás partes de plantas;07;Confituras, jaleas y mermeladas, purés y pastas de frutas u otros frutos, obtenidos por cocción, incluso con adición de azúcar u otro edulcorante.;1/11/11;NULL;SI
08;"Frutas y frutos comestibles; cortezas de agrios (cítricos), melones o sandías";07;Melones, sandías y papayas, frescos.;1/11/11;NULL;SI
02;Carne y despojos comestibles;07;Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados.;1/11/11;NULL;SI
03;Pescados y crustáceos, moluscos y demás invertebrados acuáticos;07;"Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado; harina, polvo y ""pellets"" de moluscos, aptos para consumo humano.";1/11/11;NULL;SI
04;"Leche y productos lácteos; huevos de ave; miel natural; productos comestibles de origen animal, no expresados ni comprendidos en otra parte";07;Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos.;1/11/11;NULL;SI
05;Los demás productos de origen animal no expresados ni comprendidos en otra parte;07;"Marfil, concha (caparazón) de tortuga, ballenas de mamíferos marinos (incluidas las barbas), cuernos, astas, cascos, pezuñas, uñas, garras y picos, en bruto o simplemente preparados, pero sin cortar en forma determinada; polvo y desperdicios de estas mate";1/11/11;NULL;SI
68;Manufacturas de piedra, yeso fraguable, cemento, amianto (asbesto), mica o materias análogas;08;Paneles, placas, losetas, bloques y artículos similares, de fibra vegetal, paja o viruta, de plaquitas o partículas, o de aserrín o demás desperdicios de madera, aglomerados con cemento, yeso fraguable o demás aglutinantes minerales.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";08;"Ácido nítrico; ácidos sulfonítricos.";1/11/11;NULL;SI
70;Vidrio y sus manufacturas;08;Vidrieras aislantes de paredes múltiples.;1/11/11;NULL;SI
71;"Perlas naturales o cultivadas, piedras preciosas o semipreciosas, metales preciosos, chapados de metal precioso (plaqué) y manufacturas de estas materias; bisutería; monedas";08;Oro (incluido el oro platinado) en bruto, semilabrado o en polvo.;1/11/11;NULL;SI
72;Fundición, hierro y acero;08;Productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, laminados en caliente, sin chapar ni revestir.;1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;08;Construcciones y sus partes (por ejemplo: puentes y sus partes, compuertas de esclusas, torres, castilletes, pilares, columnas, armazones para techumbre, techados, puertas y ventanas y sus marcos, contramarcos y umbrales, cortinas de cierre, barandillas),;1/11/11;NULL;SI
74;Cobre y sus manufacturas;08;Alambre de cobre.;1/11/11;NULL;SI
75;Níquel y sus manufacturas;08;Las demás manufacturas de níquel.;1/11/11;NULL;SI
76;Aluminio y sus manufacturas;08;Tubos de aluminio.;1/11/11;NULL;SI
03;Pescados y crustáceos, moluscos y demás invertebrados acuáticos;08;"Invertebrados acuáticos, excepto los crustáceos y moluscos, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; invertebrados acuáticos, excepto los crustáceos y moluscos, ahumados, incluso cocidos antes o durante el ahumado; harina, p";1/7/12;NULL;SI
95;"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";08;"Tiovivos, columpios, casetas de tiro y demás atracciones de feria; circos, zoológicos y teatros, ambulantes.";1/11/11;NULL;SI
96;Manufacturas diversas;08;"Bolígrafos; rotuladores y marcadores con punta de fieltro u otra punta porosa; estilográficas y demás plumas; estiletes o punzones para clisés de mimeógrafo (""stencils""); portaminas; portaplumas, portalápices y artículos similares; partes de estos artícul";1/11/11;NULL;SI
81;"Los demás metales comunes; cermets; manufacturas de estas materias";08;Titanio y sus manufacturas, incluidos los desperdicios y desechos.;1/11/11;NULL;SI
82;"Herramientas y útiles, artículos de cuchillería y cubiertos de mesa, de metal común; partes de estos artículos, de metal común";08;Cuchillas y hojas cortantes, para máquinas o aparatos mecánicos.;1/11/11;NULL;SI
86;"Vehículos y material para vías férreas o similares, y sus partes; aparatos mecánicos (incluso electromecánicos) de señalización para vías de comunicación";08;"Material fijo de vías férreas o similares; aparatos mecánicos (incluso electromecánicos) de señalización, seguridad, control o mando para vías férreas o similares, carreteras o vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o";1/11/11;NULL;SI
61;Prendas y complementos (accesorios), de vestir, de punto;08;Combinaciones, enaguas, bragas (bombachas, calzones) (incluso las que no llegan hasta la cintura), camisones, pijamas, saltos de cama, albornoces de baño, batas de casa y artículos similares, de punto, para mujeres o niñas.;1/11/11;NULL;SI
62;Prendas y complementos (accesorios), de vestir, excepto los de punto;08;Camisetas, combinaciones, enaguas, bragas (bombachas, calzones) (incluso las que no llegan hasta la cintura), camisones, pijamas, saltos de cama, albornoces de baño, batas de casa y artículos similares, para mujeres o niñas.;1/11/11;NULL;SI
63;"Los demás artículos textiles confeccionados; juegos; prendería y trapos";08;Juegos constituidos por piezas de tejido e hilados, incluso con accesorios, para la confección de alfombras, tapicería, manteles o servilletas bordados o de artículos textiles similares, en envases para la venta al por menor.;1/11/11;NULL;SI
59;"Telas impregnadas, recubiertas, revestidas o estratificadas; artículos técnicos de materia textil";08;"Mechas de materia textil tejida, trenzada o de punto, para lámparas, hornillos, mecheros, velas o similares; manguitos de incandescencia y tejidos de punto tubulares utilizados para su fabricación, incluso impregnados.";1/11/11;NULL;SI
87;"Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios";08;Partes y accesorios de vehículos automóviles de las partidas 87.01 a 87.05.;1/11/11;NULL;SI
89;Barcos y demás artefactos flotantes;08;Barcos y demás artefactos flotantes para desguace.;1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";08;"Proyectores de imagen fija; ampliadoras o reductoras, fotográficas.";1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";08;Aspiradoras.;1/11/11;NULL;SI
83;Manufacturas diversas de metal común;08;"Cierres, monturas cierre, hebillas, hebillas cierre, corchetes, ganchos, anillos para ojetes y artículos similares, de metal común, para prendas de vestir, calzado, toldos, marroquinería o demás artículos confeccionados; remaches tubulares o con espiga he";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";08;Motores de émbolo (pistón) de encendido por compresión (motores Diesel o semi-Diesel).;1/11/11;NULL;SI
91;Aparatos de relojería y sus partes;08;Pequeños mecanismos de relojería completos y montados.;1/11/11;NULL;SI
92;"Instrumentos musicales; sus partes y accesorios";08;"Cajas de música, orquestriones, organillos, pájaros cantores, sierras musicales y demás instrumentos musicales no comprendidos en otra partida de este Capítulo; reclamos de cualquier clase; silbatos, cuernos y demás instrumentos de boca, de llamada o avis";1/11/11;NULL;SI
48;"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón";08;"Papel y cartón corrugados (incluso revestidos por encolado), rizados (""crepés""), plisados, gofrados, estampados o perforados, en bobinas (rollos) o en hojas, excepto el papel de los tipos descritos en el texto de la partida 48.03.";1/11/11;NULL;SI
49;"Productos editoriales, de la prensa y de las demás industrias gráficas; textos manuscritos o mecanografiados y planos";08;Calcomanías de cualquier clase.;1/11/11;NULL;SI
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin";08;Hilados de pelo fino cardado o peinado, sin acondicionar para la venta al por menor.;1/11/11;NULL;SI
52;Algodón;08;Tejidos de algodón con un contenido de algodón superior o igual al 85% en peso, de peso inferior o igual a 200 g/m².;1/11/11;NULL;SI
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel";08;"Hilados de las demás fibras textiles vegetales; hilados de papel.";1/11/11;NULL;SI
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial";08;Tejidos de hilados de filamentos artificiales, incluidos los fabricados con productos de la partida 54.05.;1/11/11;NULL;SI
55;Fibras sintéticas o artificiales discontinuas;08;Hilo de coser de fibras sintéticas o artificiales, discontinuas, incluso acondicionado para la venta al por menor.;1/11/11;NULL;SI
56;"Guata, fieltro y tela sin tejer; hilados especiales; cordeles, cuerdas y cordajes; artículos de cordelería.";08;"Redes de mallas anudadas, en paño o en pieza, fabricadas con cordeles, cuerdas o cordajes; redes confeccionadas para la pesca y demás redes confeccionadas, de materia textil.";1/11/11;NULL;SI
58;"Tejidos especiales; superficies textiles con mechón insertado; encajes; tapicería; pasamanería; bordados";08;"Trenzas en pieza; artículos de pasamanería y artículos ornamentales análogos, en pieza, sin bordar, excepto los de punto; bellotas, madroños, pompones, borlas y artículos similares.";1/11/11;NULL;SI
09;Café, té, yerba mate y especias;08;Nuez moscada, macis, amomos y cardamomos.;1/11/11;NULL;SI
10;Cereales;08;"Alforfón, mijo y alpiste; los demás cereales.";1/11/11;NULL;SI
11;"Productos de la molinería; malta; almidón y fécula; inulina; gluten de trigo";08;"Almidón y fécula; inulina.";1/11/11;NULL;SI
