Clave del capitulo;Partida Fracción;Clave Subpartida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
03;02;42;Anchoas (Engraulis spp.).;1/7/12;NULL;SI
03;04;42;De truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).;1/7/12;NULL;SI
08;02;42;Sin cáscara.;1/7/12;NULL;SI
12;02;42;Sin cáscara, incluso quebrantados.;1/7/12;NULL;SI
90;10;42;S/N;1/11/11;NULL;SI
52;09;42;"Tejidos de mezclilla (""Denim"").";1/11/11;NULL;SI
84;48;42;Peines, lizos y cuadros de lizos.;1/11/11;NULL;SI
29;09;42;S/N;1/11/11;NULL;SI
52;10;42;S/N;1/11/11;NULL;SI
54;02;42;S/N;1/11/11;NULL;SI
55;13;42;S/N;1/11/11;NULL;SI
52;06;42;De título inferior a 714.29 decitex pero superior o igual a 232.56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo).;1/11/11;NULL;SI
83;02;42;Los demás, para muebles.;1/11/11;NULL;SI
03;03;42;Atunes de aleta amarilla (rabiles) (Thunnus albacares).;1/11/11;NULL;SI
03;05;42;Arenques (Clupea harengus, Clupea pallasii).;1/11/11;NULL;SI
84;25;42;Los demás gatos hidráulicos.;1/11/11;NULL;SI
02;04;42;Los demás cortes (trozos) sin deshuesar.;1/11/11;NULL;SI
52;05;42;De título inferior a 714.29 decitex pero superior o igual a 232.56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo).;1/11/11;NULL;SI
73;14;42;Revestidas de plástico.;1/11/11;NULL;SI
40;09;42;Con accesorios.;1/11/11;NULL;SI
55;16;42;Teñidos.;1/11/11;NULL;SI
29;12;42;Etilvainillina (aldehído etilprotocatéquico ó 4-hidroxi-3-etoxibenzaldehído).;1/11/11;NULL;SI
85;44;42;Provistos de piezas de conexión.;1/11/11;NULL;SI
29;22;42;Ácido glutámico y sus sales.;1/11/11;NULL;SI
60;05;42;Teñidos.;1/11/11;NULL;SI
48;04;42;Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95% en peso del contenido total de fibra.;1/11/11;NULL;SI
84;31;42;"Hojas de topadoras frontales (""bulldozers"") o de topadoras angulares (""angledozers"").";1/11/11;NULL;SI
54;03;42;De acetato de celulosa.;1/11/11;NULL;SI
70;13;42;De vidrio con un coeficiente de dilatación lineal inferior o igual a 5 x 10-6 por Kelvin, entre 0º C y 300º C.;1/11/11;NULL;SI
37;02;42;De anchura superior a 610 mm y longitud superior a 200 m, excepto para fotografía en colores.;1/11/11;NULL;SI
29;21;42;Derivados de la anilina y sus sales.;1/11/11;NULL;SI
62;04;42;De algodón.;1/11/11;NULL;SI
62;11;42;De algodón.;1/11/11;NULL;SI
29;39;42;Seudoefedrina (DCI) y sus sales.;1/11/11;NULL;SI
32;06;42;Litopón y demás pigmentos y preparaciones a base de sulfuro de cinc.;1/11/11;NULL;SI
29;02;42;m-Xileno.;1/11/11;NULL;SI
29;03;42;Diclorodifluorometano.;1/11/11;30/6/12;SI
29;05;42;Pentaeritritol (pentaeritrita).;1/11/11;NULL;SI
61;03;42;De algodón.;1/11/11;NULL;SI
61;04;42;De algodón.;1/11/11;NULL;SI
60;06;42;Teñidos.;1/11/11;NULL;SI
57;02;42;De materia textil sintética o artificial.;1/11/11;NULL;SI
37;02;43;De anchura superior a 610 mm y de longitud inferior o igual a 200 m.;1/11/11;NULL;SI
29;21;43;"Toluidinas y sus derivados; sales de estos productos.";1/11/11;NULL;SI
29;22;43;Ácido antranílico y sus sales.;1/11/11;NULL;SI
62;04;43;De fibras sintéticas.;1/11/11;NULL;SI
29;02;43;p-Xileno.;1/11/11;NULL;SI
29;09;43;Éteres monobutílicos del etilenglicol o del dietilenglicol.;1/11/11;NULL;SI
61;03;43;De fibras sintéticas.;1/11/11;NULL;SI
61;04;43;De fibras sintéticas.;1/11/11;NULL;SI
60;06;43;Con hilados de distintos colores.;1/11/11;NULL;SI
62;03;43;De fibras sintéticas.;1/11/11;NULL;SI
29;03;43;Triclorotrifluoroetanos.;1/11/11;30/6/12;SI
29;05;43;Manitol.;1/11/11;NULL;SI
55;14;43;Los demás tejidos de fibras discontinuas de poliéster.;1/11/11;NULL;SI
62;11;43;De fibras sintéticas o artificiales.;1/11/11;NULL;SI
29;39;43;Catina (DCI) y sus sales.;1/11/11;NULL;SI
84;31;43;De máquinas de sondeo o perforación de las subpartidas 8430.41 u 8430.49.;1/11/11;NULL;SI
52;08;43;De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
03;03;43;Listados o bonitos de vientre rayado.;1/11/11;NULL;SI
02;04;43;Deshuesadas.;1/11/11;NULL;SI
39;20;43;Con un contenido de plastificantes superior o igual al 6% en peso.;1/11/11;NULL;SI
52;05;43;De título inferior a 232.56 decitex pero superior o igual a 192.31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo).;1/11/11;NULL;SI
60;05;43;Con hilados de distintos colores.;1/11/11;NULL;SI
32;06;43;S/N;1/11/11;NULL;SI
54;02;43;S/N;1/11/11;NULL;SI
55;13;43;S/N;1/11/11;NULL;SI
52;06;43;De título inferior a 232.56 decitex pero superior o igual a 192.31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo).;1/11/11;NULL;SI
52;09;43;Los demás tejidos de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
52;11;43;Los demás tejidos de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
54;07;43;Con hilados de distintos colores.;1/11/11;NULL;SI
55;16;43;Con hilados de distintos colores.;1/11/11;NULL;SI
02;07;43;Hígados grasos, frescos o refrigerados.;1/7/12;NULL;SI
03;02;43;Sardinas (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadines (Sprattus sprattus).;1/7/12;NULL;SI
03;04;43;De pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae).;1/7/12;NULL;SI
03;05;43;Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).;1/7/12;NULL;SI
29;02;44;Mezclas de isómeros del xileno.;1/11/11;NULL;SI
54;07;44;Estampados.;1/11/11;NULL;SI
29;22;44;Tilidina (DCI) y sus sales.;1/11/11;NULL;SI
29;03;44;Diclorotetrafluoroetanos y cloropentafluoroetano.;1/11/11;30/6/12;SI
52;05;44;De título inferior a 192.31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo).;1/11/11;NULL;SI
37;02;44;De anchura superior a 105 mm pero inferior o igual a 610 mm.;1/11/11;NULL;SI
03;03;44;Patudos o atunes ojo grande (Thunnus obesus).;1/11/11;NULL;SI
52;05;23;De título inferior a 232.56 decitex pero superior o igual a 192.31 decitex (superior al número métrico 43 pero inferior o igual al número métrico 52).;1/11/11;NULL;SI
73;04;23;Los demás tubos de perforación.;1/11/11;NULL;SI
02;04;23;Deshuesadas.;1/11/11;NULL;SI
03;02;23;Lenguados (Solea spp.).;1/11/11;NULL;SI
52;08;23;De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
72;19;23;De espesor superior o igual a 3 mm pero inferior a 4.75 mm.;1/11/11;NULL;SI
03;06;23;Camarones, langostinos y demás Decápodos natantia.;1/11/11;30/6/12;SI
84;21;23;Para filtrar lubricantes o carburantes en los motores de encendido por chispa o compresión.;1/11/11;NULL;SI
11;04;23;De maíz.;1/11/11;NULL;SI
85;32;23;Con dieléctrico de cerámica de una sola capa.;1/11/11;NULL;SI
29;37;23;Estrógenos y progestógenos.;1/11/11;NULL;SI
68;02;23;Granito.;1/11/11;NULL;SI
68;04;23;De piedras naturales.;1/11/11;NULL;SI
29;14;23;Iononas y metiliononas.;1/11/11;NULL;SI
87;03;23;De cilindrada superior a 1,500 cm3 pero inferior o igual a 3,000 cm3.;1/11/11;NULL;SI
87;04;23;De peso total con carga máxima superior a 20 t.;1/11/11;NULL;SI
29;24;23;Ácido 2-acetamidobenzoico (ácido N-acetilantranílico) y sus sales.;1/11/11;NULL;SI
29;01;23;Buteno (butileno) y sus isómeros.;1/11/11;NULL;SI
29;03;23;Tetracloroetileno (percloroetileno).;1/11/11;NULL;SI
29;07;23;4,4'-Isopropilidendifenol (bisfenol A, difenilolpropano) y sus sales.;1/11/11;NULL;SI
61;03;23;De fibras sintéticas.;1/11/11;NULL;SI
61;04;23;De fibras sintéticas.;1/11/11;NULL;SI
62;03;23;De fibras sintéticas.;1/11/11;NULL;SI
62;04;23;De fibras sintéticas.;1/11/11;NULL;SI
73;07;23;Accesorios para soldar a tope.;1/11/11;NULL;SI
29;18;23;Los demás ésteres del ácido salicílico y sus sales.;1/11/11;NULL;SI
29;36;23;Vitamina B2 y sus derivados.;1/11/11;NULL;SI
55;14;23;Los demás tejidos de fibras discontinuas de poliéster.;1/11/11;NULL;SI
12;09;24;De pasto azul de Kentucky (Poa pratensis L.).;1/11/11;NULL;SI
29;24;24;Etinamato (DCI).;1/11/11;NULL;SI
03;03;24;Bagre o pez gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).;1/7/12;NULL;SI
52;12;24;Con hilados de distintos colores.;1/11/11;NULL;SI
52;06;24;De título inferior a 192.31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o i­gual al número métrico 80).;1/11/11;NULL;SI
58;01;24;Terciopelo y felpa por urdimbre, sin cortar (rizados).;1/11/11;30/6/12;SI
44;07;24;S/N;1/11/11;NULL;SI
85;32;24;Con dieléctrico de cerámica, multicapas.;1/11/11;NULL;SI
28;33;24;De níquel.;1/11/11;NULL;SI
28;35;24;De potasio.;1/11/11;NULL;SI
73;18;24;Pasadores, clavijas y chavetas.;1/11/11;NULL;SI
02;07;24;Sin trocear, frescos o refrigerados.;1/11/11;NULL;SI
52;05;24;De título inferior a 192.31 decitex pero superior o igual a 125 decitex (superior al número métrico 52 pero inferior o igual al número métrico 80).;1/11/11;NULL;SI
73;04;24;Los demás, de acero inoxidable.;1/11/11;NULL;SI
72;19;24;De espesor inferior a 3 mm.;1/11/11;NULL;SI
03;06;24;Cangrejos (excepto macruros).;1/11/11;NULL;SI
60;05;24;Estampados.;1/11/11;NULL;SI
60;06;24;Estampados.;1/11/11;NULL;SI
29;36;24;Ácido D- o DL-pantoténico (vitamina B3 o vitamina B5) y sus derivados.;1/11/11;NULL;SI
48;05;24;De peso inferior o igual a 150 g/m² .;1/11/11;NULL;SI
55;16;24;Estampados.;1/11/11;NULL;SI
29;15;24;Anhídrido acético.;1/11/11;NULL;SI
87;03;24;De cilindrada superior a 3,000 cm3.;1/11/11;NULL;SI
33;01;24;De menta piperita (Mentha piperita).;1/11/11;NULL;SI
54;08;24;Estampados.;1/11/11;NULL;SI
29;01;24;Buta-1,3-dieno e isopreno.;1/11/11;NULL;SI
03;02;24;Rodaballos (Psetta maxima).;1/7/12;NULL;SI
03;03;25;Carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus).;1/7/12;NULL;SI
72;09;25;De espesor superior o igual a 3 mm.;1/11/11;NULL;SI
52;12;25;Estampados.;1/11/11;NULL;SI
52;06;25;De título inferior a 125 decitex (superior al número métrico 80).;1/11/11;NULL;SI
58;01;25;Terciopelo y felpa por urdimbre, cortados.;1/11/11;30/6/12;SI
12;09;25;De ballico (Lolium multiflorum Lam., Lolium perenne L.).;1/11/11;NULL;SI
85;32;25;Con dieléctrico de papel o plástico.;1/11/11;NULL;SI
28;35;25;"Hidrogenoortofosfato de calcio (""fosfato dicálcico"").";1/11/11;NULL;SI
02;07;25;Sin trocear, congelados.;1/11/11;NULL;SI
44;07;25;Dark Red Meranti, Light Red Meranti y Meranti Bakau.;1/11/11;NULL;SI
29;36;25;Vitamina B6 y sus derivados.;1/11/11;NULL;SI
48;05;25;De peso superior a 150 g/m².;1/11/11;NULL;SI
33;01;25;De las demás mentas.;1/11/11;NULL;SI
28;33;25;De cobre.;1/11/11;NULL;SI
72;08;25;De espesor superior o igual a 4.75 mm.;1/11/11;NULL;SI
03;06;25;Cigalas (Nephrops norvegicus).;1/7/12;NULL;SI
03;03;26;Anguilas (Anguilla spp.).;1/7/12;NULL;SI
03;06;26;Camarones y langostinos de agua fría (Pandalus spp., Crangon crangon).;1/7/12;NULL;SI
58;01;26;Tejidos de chenilla.;1/11/11;NULL;SI
12;09;26;S/N;1/11/11;NULL;SI
28;33;26;S/N;1/11/11;NULL;SI
33;01;26;S/N;1/11/11;NULL;SI
72;08;26;De espesor superior o igual a 3 mm pero inferior a 4.75 mm.;1/11/11;NULL;SI
02;07;26;Trozos y despojos, frescos o refrigerados.;1/11/11;NULL;SI
44;07;26;White Lauan, White Meranti, White Seraya, Yellow Meranti y Alan.;1/11/11;NULL;SI
29;36;26;Vitamina B12 y sus derivados.;1/11/11;NULL;SI
28;35;26;Los demás fosfatos de calcio.;1/11/11;NULL;SI
72;09;26;De espesor superior a 1 mm pero inferior a 3 mm.;1/11/11;NULL;SI
52;05;26;De título inferior a 125 decitex pero superior o igual a 106.38 decitex (superior al número métrico 80 pero inferior o igual al número métrico 94).;1/11/11;NULL;SI
58;01;27;Terciopelo y felpa por urdimbre.;1/7/12;NULL;SI
03;06;27;Los demás camarones y langostinos.;1/7/12;NULL;SI
28;33;27;De bario.;1/11/11;NULL;SI
02;07;27;Trozos y despojos, congelados.;1/11/11;NULL;SI
72;09;27;De espesor superior o igual a 0.5 mm pero inferior o igual a 1 mm.;1/11/11;NULL;SI
44;07;27;Sapelli.;1/11/11;NULL;SI
29;36;27;Vitamina C y sus derivados.;1/11/11;NULL;SI
72;08;27;De espesor inferior a 3 mm.;1/11/11;NULL;SI
52;05;27;De título inferior a 106.38 decitex pero superior o igual a 83.33 decitex (superior al número métrico 94 pero inferior o igual al número métrico 120).;1/11/11;NULL;SI
44;07;28;Iroko.;1/11/11;NULL;SI
52;05;28;De título inferior a 83.33 decitex (superior al número métrico 120).;1/11/11;NULL;SI
72;09;28;De espesor inferior a 0.5 mm.;1/11/11;NULL;SI
70;13;28;Los demás.;1/11/11;NULL;SI
29;36;28;Vitamina E y sus derivados.;1/11/11;NULL;SI
68;02;29;Las demás piedras.;1/11/11;NULL;SI
48;04;29;Los demás.;1/11/11;NULL;SI
48;10;29;Los demás.;1/11/11;NULL;SI
29;05;29;Los demás.;1/11/11;NULL;SI
29;12;29;Los demás.;1/11/11;NULL;SI
61;07;29;De las demás materias textiles.;1/11/11;NULL;SI
61;08;29;De las demás materias textiles.;1/11/11;NULL;SI
55;15;29;Los demás.;1/11/11;NULL;SI
56;01;29;Los demás.;1/11/11;NULL;SI
85;15;29;Los demás.;1/11/11;NULL;SI
85;18;29;Los demás.;1/11/11;NULL;SI
29;14;29;Las demás.;1/11/11;NULL;SI
29;15;29;Las demás.;1/11/11;NULL;SI
86;07;29;Los demás.;1/11/11;NULL;SI
87;08;29;Los demás.;1/11/11;NULL;SI
53;09;29;Los demás.;1/11/11;NULL;SI
62;03;29;De las demás materias textiles.;1/11/11;NULL;SI
62;04;29;De las demás materias textiles.;1/11/11;NULL;SI
29;22;29;Los demás.;1/11/11;NULL;SI
33;01;29;Los demás.;1/11/11;NULL;SI
29;01;29;Los demás.;1/11/11;NULL;SI
29;03;29;Los demás.;1/11/11;NULL;SI
29;06;29;Los demás.;1/11/11;NULL;SI
29;07;29;Los demás.;1/11/11;NULL;SI
61;03;29;De las demás materias textiles.;1/11/11;NULL;SI
61;04;29;De las demás materias textiles.;1/11/11;NULL;SI
61;15;29;De las demás materias textiles.;1/11/11;NULL;SI
73;06;29;Los demás.;1/11/11;NULL;SI
73;10;29;Los demás.;1/11/11;NULL;SI
29;18;29;Los demás.;1/11/11;NULL;SI
29;21;29;Los demás.;1/11/11;NULL;SI
29;24;29;Los demás.;1/11/11;NULL;SI
62;07;29;De las demás materias textiles.;1/11/11;NULL;SI
62;08;29;De las demás materias textiles.;1/11/11;NULL;SI
29;36;29;Las demás vitaminas y sus derivados.;1/11/11;NULL;SI
28;33;29;Los demás.;1/11/11;NULL;SI
28;34;29;Los demás.;1/11/11;NULL;SI
31;02;29;Las demás.;1/11/11;NULL;SI
70;05;29;Los demás.;1/11/11;NULL;SI
70;07;29;Los demás.;1/11/11;NULL;SI
71;02;29;Los demás.;1/11/11;NULL;SI
71;10;29;Los demás.;1/11/11;NULL;SI
72;02;29;Los demás.;1/11/11;NULL;SI
72;04;29;Los demás.;1/11/11;NULL;SI
72;05;29;Los demás.;1/11/11;NULL;SI
72;11;29;Los demás.;1/11/11;NULL;SI
39;05;29;Los demás.;1/11/11;NULL;SI
85;16;29;Los demás.;1/11/11;NULL;SI
91;02;29;Los demás.;1/11/11;NULL;SI
11;04;29;De los demás cereales.;1/11/11;NULL;SI
70;13;29;S/N;1/11/11;NULL;SI
42;02;29;Los demás.;1/11/11;NULL;SI
42;03;29;Los demás.;1/11/11;NULL;SI
39;17;29;De los demás plásticos.;1/11/11;NULL;SI
39;23;29;De los demás plásticos.;1/11/11;NULL;SI
40;01;29;Los demás.;1/11/11;NULL;SI
40;08;29;Los demás.;1/11/11;NULL;SI
73;18;29;Los demás.;1/11/11;NULL;SI
73;24;29;Las demás.;1/11/11;NULL;SI
74;03;29;Las demás aleaciones de cobre (excepto las aleaciones madre de la partida 74.05).;1/11/11;NULL;SI
74;07;29;Los demás.;1/11/11;NULL;SI
74;08;29;Los demás.;1/11/11;NULL;SI
74;09;29;Las demás.;1/11/11;NULL;SI
74;11;29;Los demás.;1/11/11;NULL;SI
74;15;29;Los demás.;1/11/11;NULL;SI
76;04;29;Los demás.;1/11/11;NULL;SI
02;06;29;Los demás.;1/11/11;NULL;SI
07;05;29;Las demás.;1/11/11;NULL;SI
07;10;29;Las demás.;1/11/11;NULL;SI
51;01;29;Las demás.;1/11/11;NULL;SI
51;05;29;Las demás.;1/11/11;NULL;SI
73;04;29;Los demás.;1/11/11;NULL;SI
73;07;29;Los demás.;1/11/11;NULL;SI
76;05;29;Los demás.;1/11/11;NULL;SI
03;07;29;Los demás.;1/11/11;NULL;SI
84;21;29;Los demás.;1/11/11;NULL;SI
02;03;29;Las demás.;1/11/11;NULL;SI
03;02;29;Los demás.;1/11/11;NULL;SI
03;03;29;Los demás.;1/11/11;NULL;SI
44;07;29;Las demás.;1/11/11;NULL;SI
44;09;29;Las demás.;1/11/11;NULL;SI
15;12;29;Los demás.;1/11/11;NULL;SI
15;13;29;Los demás.;1/11/11;NULL;SI
46;01;29;Los demás.;1/11/11;NULL;SI
47;04;29;Distinta de la de coníferas.;1/11/11;NULL;SI
83;06;29;Los demás.;1/11/11;NULL;SI
52;08;29;Los demás tejidos.;1/11/11;NULL;SI
38;11;29;Los demás.;1/11/11;NULL;SI
84;07;29;Los demás.;1/11/11;NULL;SI
84;12;29;Los demás.;1/11/11;NULL;SI
03;04;29;Los demás.;1/11/11;30/6/12;SI
03;06;29;"Los demás, incluidos la harina, polvo y ""pellets"" de crustáceos, aptos para la alimentación humana.";1/11/11;NULL;SI
04;02;29;Las demás.;1/11/11;NULL;SI
84;32;29;Los demás.;1/11/11;NULL;SI
84;36;29;Los demás.;1/11/11;NULL;SI
90;21;29;Los demás.;1/11/11;NULL;SI
90;22;29;Para otros usos.;1/11/11;NULL;SI
84;18;29;Los demás.;1/11/11;NULL;SI
88;05;29;Los demás.;1/11/11;NULL;SI
91;01;29;Los demás.;1/11/11;NULL;SI
91;05;29;Los demás.;1/11/11;NULL;SI
29;25;29;Los demás.;1/11/11;NULL;SI
63;02;29;De las demás materias textiles.;1/11/11;NULL;SI
63;06;29;De las demás materias textiles.;1/11/11;NULL;SI
27;11;29;Los demás.;1/11/11;NULL;SI
60;01;29;De las demás materias textiles.;1/11/11;NULL;SI
85;33;29;Las demás.;1/11/11;NULL;SI
85;41;29;Los demás.;1/11/11;NULL;SI
29;32;29;Las demás lactonas.;1/11/11;30/6/12;SI
29;33;29;Los demás.;1/11/11;NULL;SI
29;37;29;Los demás.;1/11/11;NULL;SI
12;12;29;Las demás.;1/7/12;NULL;SI
16;05;29;Los demás.;1/7/12;NULL;SI
55;12;29;Los demás.;1/11/11;NULL;SI
55;13;29;Los demás tejidos.;1/11/11;NULL;SI
55;14;29;Los demás tejidos.;1/11/11;NULL;SI
56;02;29;De las demás materias textiles.;1/11/11;NULL;SI
56;07;29;Los demás.;1/11/11;NULL;SI
12;09;29;Las demás.;1/11/11;NULL;SI
01;01;29;Los demás.;1/7/12;NULL;SI
01;02;29;Los demás.;1/7/12;NULL;SI
03;08;29;Los demás.;1/7/12;NULL;SI
04;07;29;Los demás.;1/7/12;NULL;SI
08;09;29;Las demás.;1/7/12;NULL;SI
10;08;29;Los demás.;1/7/12;NULL;SI
12;07;29;Las demás.;1/7/12;NULL;SI
20;09;29;Los demás.;1/11/11;NULL;SI
53;01;29;Los demás.;1/11/11;NULL;SI
84;70;29;Las demás.;1/11/11;NULL;SI
84;73;29;Los demás.;1/11/11;NULL;SI
84;75;29;Las demás.;1/11/11;NULL;SI
84;76;29;Las demás.;1/11/11;NULL;SI
96;03;29;Los demás.;1/11/11;NULL;SI
96;06;29;Los demás.;1/11/11;NULL;SI
22;04;29;Los demás.;1/11/11;NULL;SI
15;15;29;Los demás.;1/11/11;NULL;SI
25;23;29;Los demás.;1/11/11;NULL;SI
26;20;29;Los demás.;1/11/11;NULL;SI
58;04;29;De las demás materias textiles.;1/11/11;NULL;SI
93;06;29;Los demás.;1/11/11;NULL;SI
25;06;29;S/N;1/11/11;NULL;SI
29;39;29;S/N;1/11/11;NULL;SI
44;10;29;S/N;1/11/11;NULL;SI
44;11;29;S/N;1/11/11;NULL;SI
44;12;29;S/N;1/11/11;NULL;SI
50;07;29;S/N;1/11/11;NULL;SI
52;11;29;S/N;1/11/11;NULL;SI
53;05;29;S/N;1/11/11;NULL;SI
84;67;29;Las demás.;1/11/11;NULL;SI
85;32;29;Los demás.;1/11/11;NULL;SI
85;35;29;Los demás.;1/11/11;NULL;SI
85;39;29;Los demás.;1/11/11;NULL;SI
93;05;29;Los demás.;1/11/11;30/6/12;SI
94;04;29;De otras materias.;1/11/11;NULL;SI
95;06;29;Los demás.;1/11/11;NULL;SI
28;04;29;Los demás.;1/11/11;NULL;SI
28;11;29;Los demás.;1/11/11;NULL;SI
28;35;29;Los demás.;1/11/11;NULL;SI
28;43;29;Los demás.;1/11/11;NULL;SI
84;43;29;S/N;1/11/11;NULL;SI
85;19;29;S/N;1/11/11;NULL;SI
85;42;29;S/N;1/11/11;NULL;SI
52;09;29;Los demás tejidos.;1/11/11;NULL;SI
52;10;29;Los demás tejidos.;1/11/11;NULL;SI
84;51;29;Las demás.;1/11/11;NULL;SI
84;52;29;Las demás.;1/11/11;NULL;SI
84;46;29;Los demás.;1/11/11;NULL;SI
84;59;29;Las demás.;1/11/11;NULL;SI
84;60;29;Las demás.;1/11/11;NULL;SI
84;62;29;Las demás.;1/11/11;NULL;SI
47;03;29;Distinta de la de coníferas.;1/11/11;NULL;SI
41;02;29;Los demás.;1/11/11;NULL;SI
81;12;29;Los demás.;1/11/11;NULL;SI
85;23;29;Los demás.;1/11/11;NULL;SI
85;27;29;Los demás.;1/11/11;NULL;SI
84;81;30;Válvulas de retención.;1/11/11;NULL;SI
84;82;30;Rodamientos de rodillos en forma de tonel.;1/11/11;NULL;SI
84;83;30;"Cajas de cojinetes sin rodamientos incorporados; cojinetes.";1/11/11;NULL;SI
96;03;30;Pinceles y brochas para pintura artística, pinceles para escribir y pinceles similares para aplicación de cosméticos.;1/11/11;NULL;SI
96;06;30;"Formas para botones y demás partes de botones; esbozos de botones.";1/11/11;NULL;SI
84;33;30;Las demás máquinas y aparatos de henificar.;1/11/11;NULL;SI
84;42;30;Máquinas, aparatos y material.;1/11/11;NULL;SI
21;01;30;Achicoria tostada y demás sucedáneos del café tostados y sus extractos, esencias y concentrados.;1/11/11;NULL;SI
21;02;30;Preparaciones en polvo para hornear.;1/11/11;NULL;SI
21;03;30;Harina de mostaza y mostaza preparada.;1/11/11;NULL;SI
22;04;30;Los demás mostos de uva.;1/11/11;NULL;SI
